year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2011-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,775,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,585,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,511,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,557,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,941,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,548,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,517,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,439,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,563,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,347,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,508,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1356,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,895,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,415,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,564,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,541,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,851,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,505,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,496,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,502,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,518,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,350,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,504,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1048,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,816,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,524,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,756,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,605,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,811,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,514,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,450,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,643,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,784,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,552,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,800,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1520,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1240,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,936,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1099,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1199,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1664,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1491,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1280,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1170,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1213,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,747,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1436,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2414,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1583,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1070,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1019,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1132,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2235,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1643,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1554,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1404,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1398,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,732,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1132,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2070,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1281,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,962,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1168,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,975,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1370,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,845,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,760,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1005,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1075,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,601,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,883,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1850,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1070,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,803,0,Final
2017-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1042,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,912,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1623,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,967,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,796,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,949,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1036,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,683,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,915,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2039,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1227,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,778,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1072,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1022,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1798,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1076,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,861,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,769,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,695,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,491,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,709,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1620,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,699,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,436,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,609,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,TOTAL,TOTAL,India,738,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1956,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1178,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,TOTAL,TOTAL,India,987,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1449,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1601,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1321,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1650,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,TOTAL,TOTAL,India,3969,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1971,0,Final
2020-04,2021-08,Long-term migrant,Arrivals,TOTAL,TOTAL,India,46,0,Final
2020-05,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,6,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,TOTAL,TOTAL,India,213,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,TOTAL,TOTAL,India,53,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,TOTAL,TOTAL,India,161,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,TOTAL,TOTAL,India,190,0,Final
2020-10,2022-02,Long-term migrant,Arrivals,TOTAL,TOTAL,India,176,0,Final
2020-11,2022-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,24,0,Final
2020-12,2022-04,Long-term migrant,Arrivals,TOTAL,TOTAL,India,228,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,TOTAL,TOTAL,India,172,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,TOTAL,TOTAL,India,247,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,TOTAL,TOTAL,India,423,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,TOTAL,TOTAL,India,197,0,Final
2021-05,2022-09,Long-term migrant,Arrivals,TOTAL,TOTAL,India,98,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,TOTAL,TOTAL,India,142,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,TOTAL,TOTAL,India,174,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,TOTAL,TOTAL,India,339,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,TOTAL,TOTAL,India,442,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,TOTAL,TOTAL,India,356,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,308,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,433,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,253,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,251,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,453,2,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1161,6,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,634,9,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,628,11,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1245,23,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1028,17,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1024,18,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1094,22,Provisional
2022-11,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2178,58,Provisional
2022-12,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2413,65,Provisional
2023-01,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,1425,55,Provisional
2023-02,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,2388,64,Provisional
2023-03,2023-03,Long-term migrant,Arrivals,TOTAL,TOTAL,India,3157,132,Provisional
2003-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,150,0,Final
2003-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,111,0,Final
2003-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,90,0,Final
2003-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,106,0,Final
2003-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,144,0,Final
2003-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,95,0,Final
2004-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,115,0,Final
2004-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,104,0,Final
2004-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,104,0,Final
2004-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,122,0,Final
2004-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,123,0,Final
2004-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,125,0,Final
2004-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,106,0,Final
2004-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,91,0,Final
2004-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,75,0,Final
2004-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2004-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,72,0,Final
2004-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,96,0,Final
2005-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,92,0,Final
2005-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,92,0,Final
2005-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,91,0,Final
2005-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,97,0,Final
2005-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,123,0,Final
2005-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,83,0,Final
2005-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,94,0,Final
2005-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,97,0,Final
2005-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,66,0,Final
2005-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,86,0,Final
2005-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,102,0,Final
2005-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,93,0,Final
2006-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,74,0,Final
2006-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,87,0,Final
2006-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,118,0,Final
2006-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,102,0,Final
2006-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,129,0,Final
2006-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,127,0,Final
2006-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,109,0,Final
2006-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,94,0,Final
2006-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,70,0,Final
2006-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,82,0,Final
2006-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,110,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,77,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,85,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,88,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,153,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,104,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,127,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,121,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,102,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,106,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,105,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,84,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,76,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,111,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,143,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,104,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,126,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,166,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,141,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,129,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,115,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,158,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,131,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,93,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,76,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,93,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,121,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,115,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,98,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,124,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,122,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,121,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,110,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,107,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,94,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,92,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,83,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,141,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,120,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,129,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,105,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,114,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,172,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,133,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,117,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,87,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,124,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,91,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,129,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,135,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,140,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,117,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,116,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,96,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,83,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,94,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,87,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,98,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,58,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,102,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,110,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,100,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,90,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,99,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,82,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,103,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,59,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,78,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,79,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,80,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,69,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,68,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,94,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,88,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,112,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,115,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,72,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,77,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,77,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,143,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,194,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,180,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,173,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,240,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,253,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,208,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,222,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,205,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,200,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,259,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,193,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,153,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,142,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,227,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,213,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,200,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,372,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,320,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,285,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,285,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,273,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,428,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,298,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,308,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,285,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,249,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,225,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,312,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,363,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,294,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,405,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,311,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,253,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,288,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,229,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,298,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,295,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,293,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,238,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,317,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,338,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,TOTAL,Visitor,India,305,0,Final
